"CLIENTNUM","Attrition_Flag","Customer_Age","Gender","Dependent_count","Education_Level","Marital_Status","Income_Category","Card_Category","Months_on_book","Total_Relationship_Count","Months_Inactive_12_mon","Contacts_Count_12_mon","Credit_Limit","Total_Revolving_Bal","Avg_Open_To_Buy","Total_Amt_Chng_Q4_Q1","Total_Trans_Amt","Total_Trans_Ct","Total_Ct_Chng_Q4_Q1","Avg_Utilization_Ratio"
789513858,"Attrited Customer",43,"M",3,"Unknown","Married","$40K - $60K","Blue",35,2,2,3,1438.3,0,1438.3,0.694,891,28,0.4,0
770724558,"Attrited Customer",42,"M",2,"College","Married","$60K - $80K","Blue",28,6,1,3,7340,0,7340,0.65,838,24,0.412,0
710015733,"Attrited Customer",41,"F",1,"Doctorate","Divorced","Less than $40K","Blue",30,3,3,1,2029,621,1408,1.001,3142,37,0.85,0.306
763895958,"Attrited Customer",53,"M",2,"High School","Married","$120K +","Blue",46,4,3,1,7474,0,7474,0.858,732,21,0.615,0
714337233,"Attrited Customer",43,"F",2,"Graduate","Married","Less than $40K","Silver",25,6,2,4,10388,1961,8427,0.703,10294,61,0.649,0.189
789365508,"Attrited Customer",49,"M",2,"High School","Divorced","$40K - $60K","Blue",39,2,3,4,14839,512,14327,0.176,1453,26,0.13,0.035
719917233,"Attrited Customer",49,"M",3,"Post-Graduate","Married","$80K - $120K","Blue",36,3,3,2,13382,1159,12223,0.404,1828,45,0.5,0.087
709163358,"Attrited Customer",41,"M",5,"Unknown","Single","$60K - $80K","Gold",32,2,3,4,34516,2517,31999,0.465,1727,35,0.458,0.073
712257258,"Attrited Customer",50,"F",1,"High School","Single","Less than $40K","Blue",36,4,2,5,1457,0,1457,0.493,1441,39,0.393,0
708809283,"Attrited Customer",41,"F",4,"Graduate","Divorced","$40K - $60K","Blue",33,1,3,1,10360,2517,7843,0.632,2414,28,0.273,0.243
713755458,"Attrited Customer",50,"M",1,"Unknown","Unknown","$80K - $120K","Blue",36,6,3,4,9959,952,9007,0.825,10310,63,1.1,0.096
717208833,"Attrited Customer",34,"F",3,"High School","Single","Less than $40K","Blue",21,2,2,2,1576,0,1576,0.789,2703,56,1,0
756025233,"Attrited Customer",43,"F",4,"Uneducated","Single","Less than $40K","Blue",36,5,3,2,2422,1014,1408,0.688,2437,44,0.467,0.419
789322833,"Attrited Customer",48,"F",5,"High School","Married","Less than $40K","Blue",38,1,3,3,8025,0,8025,0.654,673,18,0.8,0
771638733,"Attrited Customer",49,"M",3,"Doctorate","Single","$40K - $60K","Blue",37,5,2,3,4354,0,4354,0.738,2750,59,0.686,0
709112508,"Attrited Customer",42,"F",3,"College","Single","Less than $40K","Blue",36,3,3,4,3802,1300,2502,0.627,2165,36,0.385,0.342
716609433,"Attrited Customer",55,"M",2,"High School","Divorced","$120K +","Blue",46,5,3,2,16828,2517,14311,1.059,4939,63,0.465,0.15
715076358,"Attrited Customer",57,"M",1,"Post-Graduate","Unknown","$80K - $120K","Blue",36,4,3,3,23714,0,23714,0.981,8463,62,0.824,0
708874533,"Attrited Customer",45,"F",2,"College","Married","Less than $40K","Blue",36,1,3,2,3387,0,3387,0.789,510,24,0.6,0
709488108,"Attrited Customer",42,"M",4,"College","Single","$40K - $60K","Blue",36,5,2,3,10543,0,10543,0.509,1841,39,0.5,0
789497283,"Attrited Customer",50,"M",2,"High School","Single","$120K +","Blue",42,1,3,2,34162,1723,32439,0.429,7572,56,0.697,0.05
711204483,"Attrited Customer",56,"M",4,"High School","Married","$60K - $80K","Blue",46,3,3,3,2340,1930,410,0.987,781,15,0.364,0.825
817607358,"Attrited Customer",44,"F",2,"High School","Unknown","Unknown","Gold",35,3,3,3,34516,0,34516,0.767,2227,44,0.63,0
713463708,"Attrited Customer",40,"F",4,"Graduate","Single","Less than $40K","Blue",25,4,2,3,1438.3,0,1438.3,0.628,2493,42,0.5,0
714164808,"Attrited Customer",42,"F",4,"Graduate","Married","$40K - $60K","Blue",33,4,3,2,2918,0,2918,0.559,2056,54,0.459,0
803028858,"Attrited Customer",38,"F",2,"Graduate","Single","Less than $40K","Blue",32,2,3,3,3775,0,3775,0.581,2031,36,0.385,0
788835408,"Attrited Customer",49,"F",3,"Unknown","Married","Less than $40K","Blue",33,6,3,3,2910,0,2910,0.789,2648,41,0.464,0
712950783,"Attrited Customer",48,"F",4,"Uneducated","Married","Less than $40K","Blue",38,3,2,3,2732,0,2732,0.76,739,16,0.455,0
719808558,"Attrited Customer",55,"F",2,"Graduate","Married","Less than $40K","Blue",43,2,4,3,1438.3,0,1438.3,0.707,886,27,0.421,0
713318733,"Attrited Customer",32,"M",0,"College","Single","$60K - $80K","Blue",24,3,2,3,4097,0,4097,0.836,8376,64,0.684,0
780008358,"Attrited Customer",59,"M",0,"Uneducated","Unknown","$60K - $80K","Blue",48,2,6,2,13172,0,13172,0.876,2598,47,0.621,0
709005633,"Attrited Customer",62,"M",0,"High School","Single","$60K - $80K","Blue",51,3,2,4,18734,0,18734,0.674,2112,52,0.857,0
780450708,"Attrited Customer",58,"M",1,"College","Single","$120K +","Silver",45,1,3,2,34516,0,34516,0.964,4864,48,0.548,0
714022833,"Attrited Customer",42,"F",2,"Graduate","Single","$40K - $60K","Silver",32,4,3,3,17909,0,17909,0.225,5977,58,0.487,0
719470458,"Attrited Customer",46,"M",3,"College","Single","$80K - $120K","Blue",39,1,4,3,4026,243,3783,0.738,1102,27,0.8,0.06
720085233,"Attrited Customer",51,"F",2,"Doctorate","Divorced","Unknown","Blue",40,6,3,4,8930,2517,6413,0.661,2167,38,0.357,0.282
713390433,"Attrited Customer",44,"M",3,"Graduate","Unknown","$60K - $80K","Gold",29,2,3,2,34516,2517,31999,0.579,6782,67,0.763,0.073
711742758,"Attrited Customer",43,"F",5,"College","Single","$40K - $60K","Blue",32,2,3,1,11508,0,11508,1.005,5242,74,0.574,0
709865883,"Attrited Customer",38,"M",2,"High School","Divorced","$60K - $80K","Silver",25,1,2,3,26794,821,25973,0.848,8788,58,0.933,0.031
717664008,"Attrited Customer",37,"M",3,"College","Married","$60K - $80K","Blue",19,2,3,4,3100,2517,583,0.35,694,12,0.2,0.812
712479633,"Attrited Customer",31,"F",1,"Unknown","Single","Less than $40K","Blue",20,3,1,2,1695,0,1695,0.561,2428,43,0.593,0
807593058,"Attrited Customer",41,"F",3,"Unknown","Single","$40K - $60K","Blue",36,3,2,4,5317,0,5317,0.699,2003,29,0.318,0
802247658,"Attrited Customer",59,"M",2,"Uneducated","Single","$40K - $60K","Blue",53,4,5,4,2699,2422,277,0.773,2599,43,0.433,0.897
717696333,"Attrited Customer",44,"M",4,"Unknown","Married","$120K +","Blue",36,4,3,3,34516,0,34516,1.043,5425,60,0.875,0
794719983,"Attrited Customer",44,"F",4,"High School","Unknown","Less than $40K","Blue",38,2,2,3,2616,2505,111,0.828,2576,42,0.5,0.958
719099583,"Attrited Customer",42,"M",3,"Graduate","Married","$40K - $60K","Blue",34,3,2,3,1640,1444,196,0.423,1360,33,0.222,0.88
827898033,"Attrited Customer",54,"F",1,"Uneducated","Married","Unknown","Blue",50,4,0,3,2912,0,2912,0.621,2465,54,1.077,0
780289308,"Attrited Customer",61,"F",0,"High School","Married","Less than $40K","Blue",47,1,3,4,4130,0,4130,0.814,2418,57,0.781,0
821797008,"Attrited Customer",49,"M",5,"College","Married","$40K - $60K","Blue",45,2,2,3,1438.3,0,1438.3,0.734,815,21,0.615,0
712010358,"Attrited Customer",49,"M",4,"Graduate","Single","$80K - $120K","Blue",36,2,3,2,3999,0,3999,0.938,7567,76,0.652,0
762020133,"Attrited Customer",37,"F",3,"High School","Married","Unknown","Blue",30,3,3,3,9874,0,9874,0.491,2446,47,0.567,0
709362033,"Attrited Customer",52,"F",1,"Graduate","Married","Less than $40K","Blue",42,1,5,3,1471,0,1471,0.624,2253,48,0.455,0
716922633,"Attrited Customer",38,"M",2,"Uneducated","Single","$120K +","Blue",30,6,3,4,4043,2517,1526,0.602,2600,47,0.621,0.623
708197358,"Attrited Customer",57,"M",2,"Uneducated","Unknown","$80K - $120K","Blue",48,4,1,3,30543,264,30279,0.882,7784,63,0.703,0.009
709192233,"Attrited Customer",50,"F",2,"Unknown","Married","Unknown","Blue",39,3,2,1,1773,0,1773,0.228,1764,30,0.111,0
715799808,"Attrited Customer",52,"M",0,"High School","Single","$60K - $80K","Blue",39,4,3,2,3764,0,3764,0.776,6574,69,0.865,0
720903258,"Attrited Customer",48,"M",3,"Unknown","Unknown","$60K - $80K","Blue",28,2,2,1,9405,0,9405,1.033,4801,47,0.382,0
714919308,"Attrited Customer",32,"F",0,"Graduate","Single","Less than $40K","Blue",36,5,3,3,8135,0,8135,0.841,8620,67,0.971,0
717195933,"Attrited Customer",42,"M",3,"Graduate","Married","$60K - $80K","Blue",30,2,2,3,5298,0,5298,0.857,2431,37,0.542,0
717409533,"Attrited Customer",36,"F",2,"Post-Graduate","Single","Less than $40K","Blue",26,1,2,3,1821,1486,335,0.827,2824,43,0.387,0.816
714684108,"Attrited Customer",31,"M",1,"Post-Graduate","Single","$40K - $60K","Blue",24,4,2,4,4169,534,3635,0.836,8565,70,0.795,0.128
721308033,"Attrited Customer",45,"F",2,"Post-Graduate","Single","Less than $40K","Blue",37,3,3,1,3036,2517,519,0.882,2609,42,0.615,0.829
709319658,"Attrited Customer",48,"F",4,"Graduate","Single","Less than $40K","Platinum",37,5,3,4,15987,0,15987,0.827,7681,71,0.69,0
712075083,"Attrited Customer",50,"M",4,"High School","Single","$120K +","Blue",41,4,3,3,6982,0,6982,1.018,4830,50,0.724,0
773667708,"Attrited Customer",50,"M",1,"Graduate","Divorced","$60K - $80K","Blue",44,3,4,3,7050,1008,6042,0.639,2176,39,0.56,0.143
